0.862327,0.161277,-0.479982
0.797869,0.110557,-0.592607
0.83494,0.12303,-0.536414
0.918752,0.317304,-0.234975
0,0,0
0,0,0
0.911752,0.28001,-0.300505
0.593257,0.329423,-0.734525
0.575902,0.348585,-0.739477
0.628461,0.327035,-0.705752
0.63394,0.212511,-0.743613
0.665439,0.208603,-0.716713
0.64093,0.19768,-0.741709
0.844704,0.100562,-0.525703
0.802957,0.0828138,-0.590256
0.767397,0.0506918,-0.639166
0,0,0
0,0,0
0.347316,0.0429175,-0.936765
0.541665,0.345952,-0.766106
0.54076,0.354283,-0.76293
0.559352,0.340663,-0.755695
0.420263,0.166043,-0.892084
0.358355,0.146426,-0.922031
0.400981,0.13481,-0.906117
0.52971,-0.00714498,-0.84815
0.504538,0.00357194,-0.863383
0,0,0
0.552127,0.0823065,-0.829688
0.534576,0.133742,-0.834475
0.523107,0.114073,-0.844598
0.1333,0.0607087,-0.989216
0,0,0
0,0,0
0.499264,0.115425,-0.858733
0.513004,0.146539,-0.84579
0.478283,0.135842,-0.867638
0.561923,0.0431687,-0.826062
0,0,0
0,0,0
0.970299,0.228899,-0.0783239
0.968245,0.229174,-0.0999151
0.973949,0.217465,-0.0642936
0.937812,0.258526,-0.231676
0,0,0
0.909084,0.291784,-0.297369
0.948693,0.315201,0.025165
0.940395,0.33899,0.0272626
0.942872,0.332772,-0.0160026
0.463446,0.286544,-0.838519
0.428269,0.266678,-0.863406
0.492721,0.27104,-0.826901
0.967525,0.224777,-0.115631
0.976334,0.207136,-0.0622319
0.933411,0.21308,-0.28869
0.904454,0.158026,-0.396221
0.931209,0.167023,-0.323967
0.656655,0.00824012,-0.754147
0.728339,0.0361482,-0.684264
0.711168,0.0296019,-0.702399
0.750598,0.0832646,-0.655492
0.734103,0.0590822,-0.676463
0,0,0
0.959598,0.201112,-0.19679
0,0,0
0.922116,0.270885,-0.276268
0.904475,0.243103,-0.350467
0.898906,0.214183,-0.382224
0.873373,0.193867,-0.446806
0,0,0
0.890372,0.178872,-0.41862
0.95607,0.239131,-0.169554
0,0,0
0.239204,0.050494,-0.969656
0,0,0
0,0,0
0.946619,0.239995,-0.215208
0.920987,0.255317,-0.294278
0.948747,0.238455,-0.207411
0.752238,0.229713,-0.617552
0,0,0
0,0,0
0,0,0
0.939617,0.317511,-0.127702
0,0,0
0.669315,0.23267,-0.705612
0.690064,0.226111,-0.687523
0.688843,0.225564,-0.688926
0,0,0
0.233744,0.0937398,-0.967769
0,0,0
0.470987,0.358817,-0.805867
0,0,0
0,0,0
0.806492,0.0695875,-0.587137
0.68705,0.191755,-0.700853
0.695625,0.167219,-0.698674
0.665871,0.174276,-0.725428
0.732651,0.211401,-0.646941
0.741302,0.194329,-0.642425
0.732254,0.203832,-0.649833
0,0,0
0.82145,0.274073,-0.500104
0.760809,0.289065,-0.581043
0.253382,0.103853,-0.961776
0.248812,0.106892,-0.962635
0,0,0
0.950458,0.238305,-0.199603
0.953675,0.238026,-0.183981
0.930325,0.252704,-0.265778
0.889321,0.105743,-0.444891
0.873809,0.265534,-0.40737
0.878495,0.271285,-0.393258
0.829905,0.283256,-0.48065
0.902089,0.280767,-0.327727
0.474395,0.365327,-0.800928
0.482105,0.355535,-0.800731
0,0,0
0.928133,0.253173,-0.272897
0,0,0
0,0,0
0.625758,0.00347907,-0.78001
0.670283,0.0236472,-0.741729
0.540897,0.278741,-0.793559
0.50475,0.291435,-0.812587
0.514794,0.28081,-0.810022
0.936203,0.251549,-0.245453
0.944228,0.259107,-0.203216
0.946457,0.275435,-0.16839
0.621132,0.231287,-0.748801
0.653544,0.228095,-0.721702
0.648171,0.223149,-0.728069
0.968498,0.22066,-0.115416
0,0,0
0.942088,0.318841,-0.103983
0.966011,0.223603,-0.129706
0.912827,0.19939,-0.356358
0.867574,0.139186,-0.477434
0.548109,0.122849,-0.827336
0,0,0
0,0,0
0.966465,0.247777,-0.0674667
0.969614,0.240882,-0.042749
0.962856,0.270008,-0.00173896
0,0,0
0.668613,0.0755198,-0.739767
0.620262,0.091102,-0.779087
0.646942,0.12505,-0.752217
0,0,0
0.770938,0.054181,-0.634601
0,0,0
0.568294,0.119468,-0.814107
0.584596,0.134966,-0.800021
0.600503,0.100998,-0.793218
0.608238,0.146877,-0.780048
0.785831,0.0587255,-0.615647
0.743568,0.0673879,-0.665256
0.558543,0.275119,-0.782525
0.575652,0.268942,-0.772207
0.540513,0.283739,-0.792049
0,0,0
0.693245,0.0478801,-0.71911
0.76976,0.0726233,-0.634189
0.938568,0.272102,-0.212254
0.917573,0.237605,-0.318754
0.843939,0.189952,-0.501683
0.861936,0.213439,-0.459903
0,0,0
0.619101,0.00696903,-0.785281
0.690952,0.0157405,-0.722729
0.946354,0.161514,-0.279869
0.947964,0.219108,-0.230992
0.596812,0.00334501,-0.802374
0,0,0
0,0,0
0.80329,0.122809,-0.582789
0.768211,0.112467,-0.630241
0.597888,0.058649,-0.799432
0.583589,0.0307686,-0.811466
0.57776,0.0663029,-0.813509
0.731534,0.0618575,-0.678994
0.704942,0.0845248,-0.704212
0.889356,0.241317,-0.388347
0.91237,0.262685,-0.313972
0.571258,0.0695425,-0.81782
0.615549,0.223029,-0.755884
0.912793,0.109835,-0.393377
0.928013,0.1091,-0.356221
0,0,0
0.308496,0.109783,-0.94487
0.279582,0.117159,-0.952947
0.88439,0.219643,-0.411839
0.948209,0.273078,-0.162258
0.944387,0.300531,-0.133467
0.833897,0.147187,-0.531934
0.526473,0.112968,-0.842653
0.494939,0.102443,-0.862871
0.518848,0.0980125,-0.84923
0.410288,0.0701989,-0.90925
0.441646,0.0541676,-0.895553
0.456751,0.0987946,-0.884092
0,0,0
0.928444,0.326757,-0.176696
0,0,0
0,0,0
0.88277,0.2447,-0.401047
0,0,0
0,0,0
0.579446,0.338689,-0.741306
0.653603,0.238436,-0.718299
0.676856,0.230216,-0.699191
0,0,0
0,0,0
0.94078,0.334047,0.0579979
0,0,0
0.97399,0.214349,-0.0734714
0.616835,0.284801,-0.733761
0.59804,0.288985,-0.747555
0.584362,0.318228,-0.746493
0.549292,0.325913,-0.769454
0,0,0
0,0,0
0.943038,0.326922,-0.0616776
0,0,0
0,0,0
0.946786,0.315857,-0.0618968
0.946132,0.309883,-0.0938399
0.959591,0.278119,-0.0428379
0.962422,0.249602,-0.10698
0,0,0
0,0,0
0.775713,0.296755,-0.556962
0.524638,0.270249,-0.807293
0.509224,0.257569,-0.821189
0.5117,0.255719,-0.820226
0.960059,0.236722,-0.149165
0,0,0
0,0,0
0,0,0
0.658633,0.301939,-0.689231
0.672188,0.303512,-0.675311
0.493759,0.301344,-0.815717
0,0,0
0.702112,0.200536,-0.683246
0.710579,0.204877,-0.67313
0.713514,0.185168,-0.67573
0.393763,0.24408,-0.886216
0.31717,0.203652,-0.926246
0.368488,0.214976,-0.904436
0.704717,0.225575,-0.672675
0.731166,0.228785,-0.642694
0,0,0
0,0,0
0.132561,0.0397132,-0.990379
0.501247,0.202992,-0.84116
0.473523,0.179387,-0.862321
0.493679,0.166102,-0.853638
0.321511,0.24228,-0.915387
0.384869,0.271821,-0.882038
0.34109,0.272453,-0.899682
0.209918,0.075815,-0.974776
0.250016,0.135683,-0.958688
0.273552,0.176682,-0.945492
0.231835,0.129601,-0.964084
0.486276,0.0773704,-0.870375
0.581246,0.0151676,-0.813587
0,0,0
0,0,0
0,0,0
0.505809,0.0918342,-0.857744
0.531036,0.0753876,-0.843989
0.477143,0.0300724,-0.878313
0.514579,0.0497391,-0.856001
0.319977,0.275511,-0.906481
0,0,0
0,0,0
0.465295,0.256553,-0.847162
0.364097,0.0842517,-0.927546
0,0,0
0.386512,0.175754,-0.905384
0.422083,0.118074,-0.898835
0,0,0
0,0,0
0,0,0
0.731828,0.185367,-0.655795
0,0,0
0.728395,0.173276,-0.662885
0.661999,0.232212,-0.712626
0.65876,0.23139,-0.715888
0.683756,0.222661,-0.69491
0.354908,0.245303,-0.902146
0.294155,0.20323,-0.933904
0,0,0
0.45232,0.0920258,-0.887096
0,0,0
0.680413,0.119215,-0.723069
0.295221,0.225381,-0.928465
0.513326,0.289476,-0.807904
0,0,0
0.504714,0.363655,-0.782955
0.542844,0.353936,-0.76161
0.42416,0.289641,-0.858019
0.268522,0.143025,-0.952597
0,0,0
0.226825,0.138548,-0.964031
0,0,0
0,0,0
0.973334,0.228369,-0.0216311
0.97283,0.221741,-0.066576
0,0,0
0.957173,0.288829,0.0199411
0.966432,0.255285,0.028959
0.958734,0.278047,0.0593249
0.332147,0.0754718,-0.940204
0.310126,0.0884086,-0.946602
0.744235,0.0777448,-0.663378
0.629644,0.239606,-0.739012
0.621312,0.235269,-0.747409
0.586598,0.253672,-0.769126
0.469498,0.297906,-0.831158
