0.122656,0.412127,0.465217,0.249853,0.0148849,0.735262,0.359696,0.039519,0.600785,0.0404916,0.564883,0.394625,0.505678,0.207065,0.287257,0.633304,0.244545,0.122151,0.395323,0.473119,0.131558,0.180808,0.33748,0.481712,0.377473,0.407713,0.214814,
0.0622153,0.104708,0.833076,0.697893,0.238788,0.0633194,0.163153,0.136152,0.700695,0.121477,0.512179,0.366344,0.804763,0.126753,0.0684836,0.299477,0.667946,0.032577,0.128203,0.672333,0.199464,0.0191341,0.0175537,0.963312,0.071943,0.428398,0.499659,0.105926,0.556339,0.337735,0.354001,0.0790401,0.566959,0.372584,0.211889,0.415528,0.175161,0.354651,0.470188,
0.0227417,0.977011,0.000247595,0.611338,0.244285,0.144377,0.809235,0.120052,0.0707127,0.595075,0.223878,0.181048,0.219208,0.276629,0.504163,0.335655,0.586323,0.0780212,0.045721,0.0947566,0.859522,0.249708,0.28308,0.467211,0.794384,0.106716,0.0989003,0.457385,0.174496,0.368119,0.0364131,0.935739,0.0278482,0.0160019,0.855413,0.128585,0.0461732,0.14286,0.810967,0.361052,0.488565,0.150383,0.0572123,0.0223372,0.92045,0.764508,0.0152765,0.220215,
