-18.931,-4.23365,0.986597,16303
-18.6527,-4.10402,1.08474,16304
-18.485,-4.02674,1.14494,14975
-18.3362,-3.95828,1.19861,11287
-17.94,-3.77063,1.33427,11290
-17.5152,-3.56727,1.47687,10345
-17.4631,-3.54182,1.49378,471
-17.3857,-3.50265,1.51709,468
-16.7022,-3.15969,1.72661,8906
-16.152,-2.86392,1.87183,14379
-16.1004,-2.83638,1.88567,14055
-16.0372,-2.80075,1.90043,14056
-15.6247,-2.56389,1.99207,14053
-15.2252,-2.31776,2.06223,12833
-15.0651,-2.22045,2.09178,8457
-14.9213,-2.12556,2.1102,8458
-14.4352,-1.79748,2.1648,10004
-13.8917,-1.39406,2.1877,1003
-13.85,-1.36342,2.18977,998
-13.8064,-1.32826,2.18878,2032
-13.3524,-0.957322,2.17366,12603
-13.1022,-0.733729,2.14669,12599
-12.891,-0.545732,2.12462,1501
-12.4223,-0.086385,2.0358,1502
-12.345,-0.0109905,2.0215,6562
-12.31,0.0269713,2.01149,11735
-11.7865,0.595414,1.86182,2991
-11.6003,0.819113,1.78984,2988
-11.2648,1.22014,1.66186,10105
-10.9489,1.63015,1.51413,7585
-10.7037,1.94459,1.40266,2045
-10.3044,2.48032,1.20185,2042
-10.2032,2.61247,1.15387,1121
-9.70608,3.26871,0.912519,1124
-9.64307,3.34832,0.884713,6387
-9.46291,3.56836,0.811047,6382
-9.11769,3.99731,0.664361,6469
-8.93811,4.20366,0.600587,6466
-8.54368,4.64542,0.46903,12322
-8.14727,5.05165,0.364727,2445
-7.98316,5.2163,0.324146,2440
-7.60942,5.56056,0.254372,9028
-7.43373,5.72414,0.220303,9683
-7.36995,5.77881,0.211344,9680
-6.90285,6.17289,0.150273,6645
-6.62729,6.38742,0.127188,6601
-6.36053,6.59287,0.106453,1733
-5.82479,6.97324,0.0880609,1734
-5.8103,6.98361,0.0875055,6866
-5.25533,7.34768,0.0898351,6598
-4.8789,7.57607,0.104647,1155
-4.69065,7.68962,0.112535,1150
-4.44261,7.82746,0.131308,11910
-4.03559,8.05458,0.161465,11909
-3.61434,8.27088,0.205999,5571
-3.40973,8.37596,0.227623,5572
-3.23669,8.45826,0.250556,1407
-2.79142,8.66932,0.31008,1410
-2.46458,8.81434,0.360783,14962
-2.26685,8.9012,0.39207,15771
-1.85741,9.07127,0.463773,7935
-1.68231,9.14202,0.495839,7936
-1.21659,9.32118,0.58749,9917
-0.864459,9.45121,0.660641,9912
-0.592483,9.5475,0.72009,13508
-0.0254344,9.74031,0.849733,14305
-0.00173962,9.7484,0.85512,13671
0.00558714,9.75086,0.856817,13672
0.01832,9.755,0.859866,13669
0.675789,9.9646,1.02021,10253
0.918802,10.0416,1.07985,1305
1.62235,10.2577,1.25749,1308
1.70184,10.2831,1.27679,5931
1.99057,10.374,1.34806,5926
2.44028,10.514,1.46025,5960
2.57886,10.5563,1.4955,4479
3.32701,10.8068,1.66752,4474
3.43413,10.8412,1.69345,13262
3.55899,10.8857,1.71962,15070
4.08752,11.0794,1.82604,14143
4.36992,11.186,1.87993,9585
4.80809,11.3671,1.94848,3935
5.16438,11.5186,2.00002,3932
5.39181,11.6202,2.02777,12543
5.66465,11.755,2.04755,12538
6.01468,11.9218,2.07966,12544
6.49811,12.1809,2.09102,4645
6.57142,12.2199,2.09314,4642
6.98873,12.4643,2.0774,12927
7.20699,12.5911,2.07038,9893
7.23763,12.6102,2.06776,9894
7.65938,12.8794,2.02478,3613
7.70458,12.9082,2.02029,3616
8.07908,13.1598,1.96574,3753
8.59685,13.5374,1.85107,3754
8.66805,13.5878,1.83727,13500
8.7239,13.6301,1.8227,13954
9.34196,14.1141,1.63891,5909
9.45539,14.2062,1.60058,5906
9.95141,14.6244,1.41138,14357
10.0447,14.7033,1.37547,10527
10.1575,14.8032,1.32552,6917
10.5964,15.1933,1.1297,6918
10.9037,15.4771,0.977288,5273
11.1264,15.6844,0.864519,5268
11.5543,16.0929,0.6335,6571
11.7204,16.2542,0.540009,6572
12.0508,16.578,0.349694,16465
12.0963,16.6229,0.322981,16462
