-14.7347,-8.4881,1.1216,16133
-14.3701,-8.25228,1.21322,16134
-14.0912,-8.0722,1.28375,15337
-13.9641,-7.98739,1.31246,15335
-13.3733,-7.59649,1.44999,8315
-12.8947,-7.26922,1.54802,803
-12.7737,-7.18474,1.57051,798
-12.436,-6.94686,1.63067,9425
-12.202,-6.77601,1.66436,9426
-12.0488,-6.66537,1.6881,13763
-11.8853,-6.54281,1.70715,13764
-11.5336,-6.27694,1.74513,13766
-11.1214,-5.94989,1.76848,15419
-11.0997,-5.93217,1.76891,14729
-10.7419,-5.6376,1.77436,11069
-10.5633,-5.48193,1.76478,11064
-10.3083,-5.26172,1.75415,15492
-10.0453,-5.02204,1.72461,15149
-9.95702,-4.94067,1.71342,2547
-9.67367,-4.67445,1.67008,457
-9.27126,-4.26977,1.56905,460
-9.23693,-4.23592,1.56142,11462
-9.18784,-4.18341,1.5447,12419
-8.86817,-3.84652,1.44316,12416
-8.67416,-3.62762,1.3599,12425
-8.41987,-3.34379,1.25526,6931
-8.01676,-2.85905,1.03974,6928
-7.95705,-2.78757,1.00826,12909
-7.8245,-2.61782,0.923293,12910
-7.4818,-2.18508,0.712215,11513
-7.40765,-2.08639,0.659273,11514
-7.06975,-1.63804,0.419999,8635
-7.04527,-1.60574,0.402916,8632
-7.00328,-1.54817,0.370479,7083
-6.62868,-1.05123,0.103868,7084
-6.49308,-0.872622,0.00900898,10474
-6.00914,-0.224453,-0.343278,3923
-5.97582,-0.18236,-0.364378,3924
-5.74407,0.108027,-0.508278,9352
-5.44402,0.481767,-0.691793,11632
-5.39942,0.535961,-0.717317,6825
-4.97013,1.02497,-0.921585,6826
-4.80963,1.20403,-0.993331,8743
-4.44392,1.57881,-1.11711,8744
-4.21923,1.80448,-1.18779,13543
-4.03486,1.97472,-1.22884,5591
-3.54194,2.4136,-1.32063,5588
-3.49217,2.45485,-1.32668,14217
-3.12836,2.74374,-1.35816,14215
-2.94727,2.88688,-1.37314,5101
-2.93574,2.89585,-1.37393,5104
-2.90743,2.91704,-1.37496,8844
-2.41819,3.27039,-1.37916,3917
-1.92043,3.61145,-1.3651,3920
-1.90652,3.62064,-1.36438,10757
-1.87608,3.63955,-1.36169,10754
-1.30559,3.99304,-1.31044,9659
-1.12096,4.10406,-1.2906,9656
-0.656893,4.36812,-1.22639,2167
-0.450537,4.48254,-1.19507,2168
-0.32091,4.54965,-1.1712,12574
0.173104,4.79568,-1.0714,12578
0.718793,5.04988,-0.944807,13002
0.778347,5.07615,-0.929594,9459
0.85561,5.10835,-0.908026,9456
1.31495,5.2965,-0.776704,14690
1.61208,5.40946,-0.68355,14353
1.91909,5.51822,-0.579687,14354
2.29706,5.64728,-0.447109,6923
2.70487,5.77619,-0.293844,6920
2.81795,5.81112,-0.250541,5261
3.33681,5.94914,-0.0290419,5258
3.74645,6.06612,0.13704,15001
4.25798,6.19248,0.366963,9527
4.50758,6.25443,0.478818,9528
4.58084,6.27438,0.509562,7519
4.89596,6.3514,0.65263,4079
5.29948,6.44558,0.841625,2329
5.4435,6.47855,0.910001,2332
5.87387,6.58318,1.1054,11546
6.34778,6.70022,1.31784,12195
6.49073,6.73843,1.37741,2321
6.84036,6.83374,1.52011,2316
7.07859,6.89576,1.62245,2287
7.17646,6.92178,1.66348,2290
7.72311,7.08007,1.86703,11881
8.04602,7.17703,1.98012,11878
8.36385,7.27982,2.07545,2001
8.87276,7.45085,2.21343,2004
9.02365,7.50506,2.246,1691
9.66468,7.74392,2.36294,1688
9.68442,7.75169,2.36546,6146
9.8989,7.83945,2.38381,12537
10.4273,8.0544,2.43281,12534
10.4666,8.07068,2.4355,6313
10.5499,8.10709,2.43467,6310
11.0712,8.33392,2.43333,5147
11.596,8.57588,2.38622,5148
11.6095,8.58205,2.3852,15438
11.6224,8.58824,2.38316,11179
12.1733,8.85193,2.29781,11180
12.7207,9.12898,2.15992,10735
12.8813,9.21031,2.11925,4241
13.3636,9.46672,1.95641,3085
13.4207,9.49695,1.9377,3088
13.4329,9.50362,1.93283,9366
13.932,9.77643,1.73607,15185
14.0494,9.84192,1.68508,15139
14.8716,10.3103,1.29371,5903
14.9046,10.3293,1.2773,5904
14.9297,10.3442,1.26337,15511
15.7029,10.7961,0.854424,13679
15.74,10.8182,0.833624,13676
16.3099,11.154,0.523153,16355
16.3549,11.1811,0.496993,16352
