0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.0808475,-0.925875,0.36908
0.172585,-0.920398,0.35083
0.258311,-0.905583,0.336444
0.316324,-0.880779,0.352374
0.35102,-0.838025,0.417732
0.382945,-0.767143,0.514632
0.422718,-0.667066,0.61346
0.469669,-0.544849,0.694659
0.518116,-0.409389,0.750971
0.56974,-0.263198,0.778539
0.624063,-0.109537,0.773658
0.677777,0.0442301,0.733936
0.727018,0.189585,0.659926
0.770855,0.315113,0.553612
0.809892,0.407091,0.422318
0.844501,0.456544,0.279976
0.871162,0.467641,0.149643
0.886218,0.46032,0.0522502
0.882358,0.470532,-0.00703847
0,0,0
0,0,0
0.117615,-0.95261,0.280536
0.215777,-0.94133,0.259496
0.305538,-0.920797,0.242447
0.365618,-0.894294,0.257998
0.399904,-0.857614,0.323384
0.429591,-0.798412,0.421889
0.467367,-0.711542,0.524667
0.513016,-0.60177,0.612118
0.56203,-0.476759,0.675887
0.615036,-0.339526,0.711655
0.670021,-0.194094,0.716519
0.724759,-0.0468167,0.68741
0.775793,0.0935105,0.624021
0.8216,0.214957,0.527984
0.861346,0.303885,0.407109
0.895087,0.350307,0.275876
0.919242,0.360663,0.15788
0.931157,0.358063,0.068938
0.927476,0.373744,0.0107435
0,0,0
0,0,0
0.174445,-0.970801,0.164665
0.27648,-0.950227,0.143623
0.366958,-0.922003,0.123505
0.424067,-0.895296,0.136429
0.453954,-0.868245,0.200192
0.479545,-0.825044,0.298897
0.513892,-0.756216,0.405033
0.557174,-0.663537,0.499277
0.604929,-0.553307,0.572637
0.656754,-0.429426,0.619891
0.710906,-0.296626,0.637671
0.765708,-0.160394,0.622869
0.817688,-0.0287696,0.574942
0.864846,0.0860606,0.494607
0.905404,0.169369,0.38931
0.937681,0.212761,0.274769
0.958886,0.225398,0.172491
0.968298,0.23112,0.0949156
0.965558,0.25688,0.0416186
0,0,0
0,0,0
0.258878,-0.965493,0.0283896
0.358182,-0.933621,0.0076332
